name,kind,outcome,message,package,compile_cost,n_equations,n_states,n_algebraic,n_discrete,n_parameters,structural,index_reduced,n_blocks,n_coupled,largest_coupled,n_connect_eq,n_flow_eq,n_event_conditions,n_discrete_updates,has_arrays,max_depth,n_functions
Modelica.Electrical.Spice3.Examples.InvertersExtendedModel.MPmos,Examples,failed:ToDae,unresolved reference: SpiceConstants.CKTgmin,Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Examples.Nand,Examples,success,,Electrical,slow,140,16,124,7,980,singular,singular,,,,17,6,34,6,false,2,27
Modelica.Electrical.Spice3.Examples.Nor,Examples,success,,Electrical,slow,140,16,124,10,994,singular,singular,,,,17,6,51,9,false,2,27
Modelica.Electrical.Spice3.Examples.Oscillator,Examples,success,,Electrical,slow,128,10,118,4,485,singular,ok,28,0,0,17,7,17,3,false,2,16
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkDifferentialPair,Examples,success,,Electrical,slow,151,8,143,7,541,singular,ok,21,1,7,25,20,35,6,false,2,18
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkFourBitBinaryAdder,Examples,success,,Electrical,very_slow,10175,936,9334,25,49831,singular,skipped:too-large,,,,1511,998,129,24,false,6,37
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkFourBitBinaryAdder.FOURBIT,Examples,success,,Electrical,very_slow,10046,936,9218,0,49647,singular,skipped:too-large,,,,1467,983,0,0,false,5,37
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkFourBitBinaryAdder.NAND,Examples,success,,Electrical,slow,271,26,248,0,1368,singular,singular,,,,34,26,0,0,false,2,37
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkFourBitBinaryAdder.ONEBIT,Examples,success,,Electrical,slow,2477,234,2270,0,12369,singular,skipped:too-large,,,,348,230,0,0,false,3,37
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkFourBitBinaryAdder.TWOBIT,Examples,success,,Electrical,slow,4992,468,4578,0,24795,singular,skipped:too-large,,,,717,477,0,0,false,4,37
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkMosfetCharacterization,Examples,success,,Electrical,fast,58,4,54,7,299,singular,singular,,,,11,8,34,6,false,2,27
Modelica.Electrical.Spice3.Examples.Spice3BenchmarkRtlInverter,Examples,success,,Electrical,fast,73,4,69,4,289,singular,ok,11,0,0,12,10,17,3,false,2,16
Modelica.Electrical.Spice3.Interfaces.ConditionalSubstrate,Interfaces,success,,Electrical,fast,1,0,2,0,1,singular,singular,,,,0,0,0,0,false,0,0
Modelica.Electrical.Spice3.Interfaces.TwoPortControlledSources,Interfaces,success,,Electrical,fast,10,0,12,0,0,singular,singular,,,,0,4,0,0,false,1,0
Modelica.Electrical.Spice3.Internal.BJT2,Internal,success,,Electrical,fast,37,4,33,0,229,singular,ok,4,1,7,0,3,0,0,false,1,16
Modelica.Electrical.Spice3.Internal.C_SEMI,Internal,failed:ToDae,"unsupported model algorithm in solver-facing DAE: algorithm from  (statement=algorithm assignment target `vp` is missing from DAE variables at SourceSpan { offset: SourceOffset(243634), length: 2 })",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Internal.DIODE,Internal,success,,Electrical,fast,10,2,9,0,54,singular,singular,,,,0,2,0,0,false,1,26
Modelica.Electrical.Spice3.Internal.JFET,Internal,success,,Electrical,fast,21,2,19,0,137,ok,,12,1,10,0,3,0,0,false,1,21
Modelica.Electrical.Spice3.Internal.MOS,Internal,success,,Electrical,fast,30,4,26,0,237,singular,ok,1,1,7,0,4,0,0,false,1,27
Modelica.Electrical.Spice3.Internal.MOS2,Internal,failed:ToDae,unresolved reference: in_p.m_lambda,Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Internal.R_SEMI,Internal,failed:ToDae,"unsupported model algorithm in solver-facing DAE: algorithm from  (statement=algorithm assignment target `vp` is missing from DAE variables at SourceSpan { offset: SourceOffset(239841), length: 2 })",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Semiconductors.C_Capacitor,Component,failed:ToDae,"unsupported model algorithm in solver-facing DAE: algorithm from  (statement=algorithm assignment target `vp` is missing from DAE variables at SourceSpan { offset: SourceOffset(243634), length: 2 })",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Semiconductors.D_DIODE,Component,failed:ToDae,unresolved reference: SpiceConstants.CKTgmin,Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Semiconductors.J_NJFJFET,Component,success,,Electrical,fast,21,2,19,0,137,ok,,12,1,10,0,3,0,0,false,1,21
Modelica.Electrical.Spice3.Semiconductors.J_PJFJFET,Component,success,,Electrical,fast,21,2,19,0,137,ok,,12,1,10,0,3,0,0,false,1,21
Modelica.Electrical.Spice3.Semiconductors.M_NMOS,Component,failed:ToDae,unresolved reference: SpiceConstants.CKTgmin,Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Semiconductors.M_NMOS2,Component,failed:ToDae,unresolved reference: in_p.m_lambda,Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Semiconductors.M_PMOS,Component,failed:ToDae,unresolved reference: SpiceConstants.CKTgmin,Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Semiconductors.M_PMOS2,Component,failed:ToDae,unresolved reference: in_p.m_lambda,Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Semiconductors.Q_NPNBJT,Component,success,,Electrical,fast,37,4,33,0,229,singular,ok,6,0,0,0,3,0,0,false,1,16
Modelica.Electrical.Spice3.Semiconductors.Q_PNPBJT,Component,success,,Electrical,fast,37,4,33,0,229,singular,ok,6,0,0,0,3,0,0,false,1,16
Modelica.Electrical.Spice3.Semiconductors.R_Resistor,Component,failed:ToDae,"unsupported model algorithm in solver-facing DAE: algorithm from  (statement=algorithm assignment target `vp` is missing from DAE variables at SourceSpan { offset: SourceOffset(239841), length: 2 })",Electrical,fast,,,,,,,,,,,,,,,false,0,
Modelica.Electrical.Spice3.Sources.I_constant,Component,success,,Electrical,fast,6,0,6,0,1,singular,singular,,,,0,2,0,0,false,1,0
Modelica.Electrical.Spice3.Sources.I_exp,Component,success,,Electrical,fast,6,0,6,1,7,singular,singular,,,,0,2,6,0,false,1,1
Modelica.Electrical.Spice3.Sources.I_pulse,Component,success,,Electrical,fast,6,0,6,4,16,singular,singular,,,,0,2,17,3,false,1,0
Modelica.Electrical.Spice3.Sources.I_pwl,Component,success,,Electrical,fast,8,0,7,6,17,singular,singular,,,,0,2,4,5,false,2,1
Modelica.Electrical.Spice3.Sources.I_sffm,Component,success,,Electrical,fast,6,0,6,0,5,singular,singular,,,,0,2,0,0,false,1,1
Modelica.Electrical.Spice3.Sources.I_sin,Component,success,,Electrical,fast,6,0,6,1,6,singular,singular,,,,0,2,3,0,false,1,2
Modelica.Electrical.Spice3.Sources.V_constant,Component,success,,Electrical,fast,6,0,6,0,1,singular,singular,,,,0,2,0,0,false,1,0
Modelica.Electrical.Spice3.Sources.V_exp,Component,success,,Electrical,fast,6,0,6,1,7,singular,singular,,,,0,2,6,0,false,1,1
Modelica.Electrical.Spice3.Sources.V_pulse,Component,success,,Electrical,fast,6,0,6,4,16,singular,singular,,,,0,2,17,3,false,1,0
Modelica.Electrical.Spice3.Sources.V_pwl,Component,success,,Electrical,fast,8,0,7,6,17,singular,singular,,,,0,2,4,5,false,2,1
Modelica.Electrical.Spice3.Sources.V_sffm,Component,success,,Electrical,fast,6,0,6,0,5,singular,singular,,,,0,2,0,0,false,1,1
Modelica.Electrical.Spice3.Sources.V_sin,Component,success,,Electrical,fast,6,0,6,1,6,singular,singular,,,,0,2,3,0,false,1,2
Modelica.Electrical.Spice3.UsersGuide.Contact,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Spice3.UsersGuide.Literature,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Spice3.UsersGuide.NamingPrinciple,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Spice3.UsersGuide.Overview,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Spice3.UsersGuide.ParameterHandling,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Spice3.UsersGuide.ReleaseNotes,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Spice3.UsersGuide.Spicenetlist,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Electrical.Spice3.UsersGuide.Useofsemiconductors,Component,success,,Electrical,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.UsersGuide.Contact,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.UsersGuide.GettingStarted,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.UsersGuide.ReleaseNotes,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Channel_i,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Gap1_d,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.General_i,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.HeatExchanger_i,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.HelicalPipe1_d,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.HelicalPipe_i,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Plate1_d,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Plate2_d,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.Plate_i,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.HeatTransfer.StraightPipe_i,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.BendEdged_d,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Bend_i,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Channel_d,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Channel_i,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.FlowModel,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.General_i,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.HeatExchanger_i,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.OrificeSuddenChangeSection_d,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.OrificeThickEdged_d,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Orifice_i,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.StraightPipe_d,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.StraightPipe_i,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Valve_d,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.Icons.PressureLoss.Valve_i,Icons,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Channel.kc_evenGapLaminar,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Channel.kc_evenGapOverall,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Channel.kc_evenGapTurbulent,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.General.kc_approxForcedConvection,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HeatExchanger.kc_flatTube,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HeatExchanger.kc_roundTube,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HelicalPipe.kc_laminar,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HelicalPipe.kc_overall,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.HelicalPipe.kc_turbulent,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Plate.kc_laminar,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Plate.kc_overall,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.Plate.kc_turbulent,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.StraightPipe.kc_laminar,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.StraightPipe.kc_overall,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.StraightPipe.kc_turbulent,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.HeatTransfer.StraightPipe.kc_twoPhaseOverall,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Bend.dp_curvedOverall,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Bend.dp_edgedOverall,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.Channel.dp_internalFlowOverall,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.General.dp_idealGas,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.General.dp_nominalDensityViscosity,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.General.dp_nominalPressureLossLawDensity,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
Modelica.Fluid.Dissipation.Utilities.SharedDocumentation.PressureLoss.General.dp_pressureLossCoefficient,Component,success,,Fluid,fast,0,0,0,0,0,error:empty system: no equations or unknowns,,,,,0,0,0,0,false,0,0
