name,kind,outcome,message,secs,n_equations,n_states,n_algebraic,n_discrete,n_parameters,structural,n_blocks,n_coupled,largest_coupled,has_arrays,max_depth,n_functions
Modelica.Blocks.Math.UnitConversions.To_kWh,Component,success,,0.245,1,0,0,0,0,ok,1,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_kmh,Component,success,,0.225,1,0,0,0,0,ok,1,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_litre,Component,success,,0.212,1,0,0,0,0,ok,1,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_minute,Component,success,,0.259,1,0,0,0,0,ok,1,0,0,false,0,1
Modelica.Blocks.Math.UnitConversions.To_rpm,Component,success,,0.245,1,0,0,0,0,ok,1,0,0,false,0,1
Modelica.Blocks.Math.Variance,Component,success,,0.213,3,2,0,0,2,ok,3,0,0,false,0,0
Modelica.Blocks.Math.WrapAngle,Component,success,,0.226,1,0,0,0,1,ok,1,0,0,false,0,1
Modelica.Blocks.MathBoolean.And,Component,success,,0.229,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,1
Modelica.Blocks.MathBoolean.ChangingEdge,Component,success,,0.225,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Blocks.MathBoolean.FallingEdge,Component,success,,0.226,0,0,0,2,2,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Blocks.MathBoolean.MultiSwitch,Component,success,,0.215,0,0,0,3,7,error:empty system: no equations or unknowns,,,,false,1,1
Modelica.Blocks.MathBoolean.Nand,Component,success,,0.232,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,1
Modelica.Blocks.MathBoolean.Nor,Component,success,,0.215,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,1
Modelica.Blocks.MathBoolean.Not,Component,success,,0.218,0,0,0,1,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.MathBoolean.OnDelay,Component,success,,0.216,0,0,0,4,5,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Blocks.MathBoolean.Or,Component,success,,0.231,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,1
Modelica.Blocks.MathBoolean.RisingEdge,Component,success,,0.251,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Blocks.MathBoolean.Xor,Component,success,,0.257,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,2
Modelica.Blocks.MathInteger.MultiSwitch,Component,success,,0.264,0,0,0,3,7,error:empty system: no equations or unknowns,,,,false,1,1
Modelica.Blocks.MathInteger.Product,Component,success,,0.211,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.MathInteger.Sum,Component,success,,0.232,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.MathInteger.TriggeredAdd,Component,success,,0.217,0,0,0,4,7,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Blocks.Noise.BandLimitedWhiteNoise,Component,success,,0.363,1,0,0,4,25,ok,1,0,0,false,1,15
Modelica.Blocks.Noise.GlobalSeed,Component,success,,0.233,0,0,0,0,5,error:empty system: no equations or unknowns,,,,false,0,6
Modelica.Blocks.Noise.NormalNoise,Component,success,,0.289,1,0,0,4,24,ok,1,0,0,false,1,15
Modelica.Blocks.Noise.TruncatedNormalNoise,Component,success,,0.324,1,0,0,4,26,ok,1,0,0,false,1,20
Modelica.Blocks.Noise.UniformNoise,Component,success,,0.283,1,0,0,4,24,ok,1,0,0,false,1,11
Modelica.Blocks.Nonlinear.DeadZone,Component,success,,0.209,1,0,0,1,3,ok,1,0,0,false,1,0
Modelica.Blocks.Nonlinear.FixedDelay,Component,success,,0.217,1,0,0,0,1,ok,1,0,0,false,0,0
Modelica.Blocks.Nonlinear.Limiter,Component,success,,0.222,2,0,1,1,5,ok,2,0,0,false,1,0
Modelica.Blocks.Nonlinear.PadeDelay,Component,success,,0.231,2,1,0,0,9,ok,2,0,0,false,0,2
Modelica.Blocks.Nonlinear.SlewRateLimiter,Component,success,,0.231,2,1,1,1,7,ok,2,0,0,false,1,0
Modelica.Blocks.Nonlinear.VariableDelay,Component,success,,0.216,1,0,0,0,1,ok,1,0,0,false,0,0
Modelica.Blocks.Nonlinear.VariableLimiter,Component,success,,0.221,2,0,1,1,4,ok,2,0,0,false,1,0
Modelica.Blocks.Routing.BooleanPassThrough,Component,success,,0.218,0,0,0,1,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.Routing.BooleanReplicator,Component,success,,0.229,0,0,0,1,1,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.Routing.DeMultiplex,Component,success,,0.212,0,0,0,0,1,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.Routing.DeMultiplex2,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[2, 1]`",0.182,,,,,,,,,,false,0,
Modelica.Blocks.Routing.DeMultiplex3,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[3, 1]`",0.191,,,,,,,,,,false,0,
Modelica.Blocks.Routing.DeMultiplex4,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[4, 1]`",0.188,,,,,,,,,,false,0,
Modelica.Blocks.Routing.DeMultiplex5,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[5, 1]`",0.187,,,,,,,,,,false,0,
Modelica.Blocks.Routing.DeMultiplex6,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[6, 1]`",0.182,,,,,,,,,,false,0,
Modelica.Blocks.Routing.ExtractSignal,Component,success,,0.222,1,0,0,0,3,ok,1,0,0,false,0,0
Modelica.Blocks.Routing.Extractor,Component,success,,0.226,1,0,0,2,6,ok,1,0,0,false,1,0
Modelica.Blocks.Routing.IntegerPassThrough,Component,success,,0.227,0,0,0,1,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.Routing.IntegerReplicator,Component,success,,0.241,0,0,0,1,1,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.Routing.Multiplex,Component,success,,0.232,0,0,0,0,1,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.Routing.Multiplex2,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[2, 1]`",0.188,,,,,,,,,,false,0,
Modelica.Blocks.Routing.Multiplex3,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[3, 1]`",0.185,,,,,,,,,,false,0,
Modelica.Blocks.Routing.Multiplex4,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[4, 1]`",0.186,,,,,,,,,,false,0,
Modelica.Blocks.Routing.Multiplex5,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[5, 1]`",0.186,,,,,,,,,,false,0,
Modelica.Blocks.Routing.Multiplex6,Component,failed:Typecheck,"array dimension mismatch: expected `[1, 1]`, found `[6, 1]`",0.184,,,,,,,,,,false,0,
Modelica.Blocks.Routing.RealPassThrough,Component,success,,0.219,1,0,0,0,0,ok,1,0,0,false,0,0
Modelica.Blocks.Routing.Replicator,Component,success,,0.217,1,0,0,0,1,ok,1,0,0,false,0,0
Modelica.Blocks.Sources.BooleanConstant,Component,success,,0.216,0,0,0,1,1,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.Sources.BooleanExpression,Component,success,,0.219,0,0,0,1,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.Sources.BooleanPulse,Component,success,,0.223,0,0,0,3,8,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Blocks.Sources.BooleanStep,Component,success,,0.213,0,0,0,2,3,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Blocks.Sources.BooleanTable,Component,success,,0.440,3,0,2,5,34,ok,3,0,0,false,2,9
Modelica.Blocks.Sources.CombiTimeTable,Component,success,,0.355,2,0,1,3,27,ok,2,0,0,false,1,8
Modelica.Blocks.Sources.Constant,Component,success,,0.216,1,0,0,0,1,ok,1,0,0,false,0,0
Modelica.Blocks.Sources.ContinuousClock,Component,success,,0.214,1,0,0,1,3,ok,1,0,0,false,1,0
Modelica.Blocks.Sources.Cosine,Component,success,,0.221,1,0,0,1,7,ok,1,0,0,false,1,1
Modelica.Blocks.Sources.CosineVariableFrequencyAndAmplitude,Component,success,,0.221,4,1,2,0,5,ok,4,0,0,false,0,0
Modelica.Blocks.Sources.ExpSine,Component,success,,0.225,1,0,0,1,7,ok,1,0,0,false,1,2
Modelica.Blocks.Sources.Exponentials,Component,success,,0.225,2,0,1,1,7,ok,2,0,0,false,1,1
Modelica.Blocks.Sources.IntegerConstant,Component,success,,0.215,0,0,0,1,1,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.Sources.IntegerExpression,Component,success,,0.217,0,0,0,1,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.Sources.IntegerStep,Component,success,,0.216,0,0,0,2,4,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Blocks.Sources.IntegerTable,Component,success,,0.441,3,0,2,5,32,ok,3,0,0,false,2,9
Modelica.Blocks.Sources.KinematicPTP,Component,success,,0.433,10,0,9,2,9,ok,10,0,0,false,1,0
Modelica.Blocks.Sources.KinematicPTP2,Component,success,,0.559,23,2,17,4,14,singular,,,,false,1,0
Modelica.Blocks.Sources.LogFrequencySweep,Component,success,,0.219,1,0,0,1,5,ok,1,0,0,false,1,0
Modelica.Blocks.Sources.Pulse,Component,success,,0.220,2,0,1,3,11,ok,2,0,0,false,1,0
Modelica.Blocks.Sources.RadioButtonSource,Component,success,,0.471,3,0,2,8,41,ok,3,0,0,false,3,9
Modelica.Blocks.Sources.Ramp,Component,success,,0.214,1,0,0,1,5,ok,1,0,0,false,1,0
Modelica.Blocks.Sources.RealExpression,Component,success,,0.226,1,0,0,0,0,ok,1,0,0,false,0,0
Modelica.Blocks.Sources.SampleTrigger,Component,success,,0.214,0,0,0,1,3,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Blocks.Sources.SawTooth,Component,success,,0.213,1,0,0,3,10,ok,1,0,0,false,1,0
Modelica.Blocks.Sources.Sinc,Component,success,,0.225,2,0,1,1,6,ok,2,0,0,false,1,0
Modelica.Blocks.Sources.Sine,Component,success,,0.224,1,0,0,1,7,ok,1,0,0,false,1,1
Modelica.Blocks.Sources.SineVariableFrequencyAndAmplitude,Component,success,,0.225,4,1,2,0,5,ok,4,0,0,false,0,0
Modelica.Blocks.Sources.Step,Component,success,,0.221,1,0,0,1,4,ok,1,0,0,false,1,0
Modelica.Blocks.Sources.TimeTable,Component,success,,0.284,2,0,1,6,11,ok,2,0,0,false,1,1
Modelica.Blocks.Sources.Trapezoid,Component,success,,0.239,1,0,0,3,16,ok,1,0,0,false,1,0
Modelica.Blocks.Tables.CombiTable1Ds,Component,success,,0.346,1,0,0,0,16,ok,1,0,0,false,0,7
Modelica.Blocks.Tables.CombiTable1Dv,Component,success,,0.379,1,0,0,0,16,ok,1,0,0,false,0,7
Modelica.Blocks.Tables.CombiTable2Ds,Component,success,,0.295,1,0,0,0,14,ok,1,0,0,false,0,7
Modelica.Blocks.Tables.CombiTable2Dv,Component,success,,0.299,1,0,0,0,15,ok,1,0,0,false,0,7
Modelica.Blocks.Tables.Internal.CombiTable2DBase,Internal,success,,0.278,0,0,0,0,14,error:empty system: no equations or unknowns,,,,false,0,6
Modelica.Blocks.Types.ExternalCombiTable1D,Types,success,,0.210,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.Types.ExternalCombiTable2D,Types,success,,0.212,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Blocks.Types.ExternalCombiTimeTable,Types,success,,0.213,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.BooleanSignals.Interfaces.PartialClockedSISO,Interfaces,success,,0.209,0,0,0,1,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.BooleanSignals.Interfaces.PartialClockedSO,Interfaces,success,,0.213,0,0,0,1,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.BooleanSignals.Interfaces.PartialSISOSampler,Interfaces,success,,0.211,0,0,0,1,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.BooleanSignals.Interfaces.SamplerIcon,Interfaces,success,,0.222,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.BooleanSignals.NonPeriodic.BooleanChange,Component,success,,0.230,0,0,0,2,2,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.BooleanSignals.NonPeriodic.ClockToBoolean,Component,success,,0.220,1,0,1,9,4,ok,1,0,0,false,2,0
Modelica.Clocked.BooleanSignals.NonPeriodic.FractionalDelay,Component,success,,0.218,0,0,0,4,6,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.BooleanSignals.NonPeriodic.UnitDelay,Component,success,,0.217,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.AssignClock,Component,success,,0.222,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.AssignClockVectorized,Component,success,,0.254,0,0,0,1,3,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.BackSample,Component,success,,0.270,0,0,0,1,3,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.BooleanSignals.Sampler.Hold,Component,success,,0.225,0,0,0,1,1,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.BooleanSignals.Sampler.Sample,Component,success,,0.218,0,0,0,1,1,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.SampleClocked,Component,success,,0.216,0,0,0,1,1,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.SampleVectorizedAndClocked,Component,success,,0.216,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.ShiftSample,Component,success,,0.212,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.BooleanSignals.Sampler.SubSample,Component,success,,0.219,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.BooleanSignals.Sampler.SuperSample,Component,success,,0.223,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.BooleanSignals.Sampler.Utilities.AssignClockToSquareWaveHold,Component,success,,0.217,0,0,0,3,3,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.Utilities.AssignClockToTriggerHold,Component,success,,0.215,0,0,0,4,4,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.BooleanSignals.Sampler.Utilities.UpSample,Component,success,,0.212,0,0,0,6,8,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.BooleanSignals.TickBasedSources.Pulse,Component,success,,0.214,0,0,0,4,6,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.BooleanSignals.TickBasedSources.Step,Component,success,,0.217,0,0,0,3,4,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.BooleanSignals.TimeBasedSources.Pulse,Component,success,,0.212,0,0,0,5,6,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.BooleanSignals.TimeBasedSources.Step,Component,success,,0.208,0,0,0,3,3,error:empty system: no equations or unknowns,,,,false,1,0
Modelica.Clocked.ClockSignals.Clocks.EventClock,Component,failed:ToDae,"unresolved clock schedule: 1/1 constructor(s) could not be lowered (FunctionCall { name: Reference { name: VarName(""Clock""), component_ref: Some(ComponentReference { local: false, span: Span { source:",0.212,,,,,,,,,,false,0,
Modelica.Clocked.ClockSignals.Clocks.Logical.ConjunctiveClock,Component,success,,0.252,4,0,4,77,28,ok,4,0,0,true,3,1
Modelica.Clocked.ClockSignals.Clocks.Logical.DisjunctiveClock,Component,success,,0.253,4,0,4,77,28,ok,4,0,0,true,3,1
Modelica.Clocked.ClockSignals.Clocks.Logical.PartialLogicalClock,Component,failed:Typecheck,unknown modifier `__constrainedby__.nu` for component `combinator` of type `Modelica.Blocks.Interfaces.PartialBooleanMISO`,0.199,,,,,,,,,,false,0,
Modelica.Clocked.ClockSignals.Clocks.PeriodicExactClock,Component,failed:ToDae,"unresolved clock schedule: 2/3 constructor(s) could not be lowered (FunctionCall { name: Reference { name: VarName(""Clock""), component_ref: Some(ComponentReference { local: false, span: Span { source:",0.222,,,,,,,,,,false,0,
Modelica.Clocked.ClockSignals.Clocks.PeriodicRealClock,Component,failed:ToDae,"unresolved clock schedule: 1/1 constructor(s) could not be lowered (FunctionCall { name: Reference { name: VarName(""Clock""), component_ref: Some(ComponentReference { local: false, span: Span { source:",0.215,,,,,,,,,,false,0,
Modelica.Clocked.ClockSignals.Clocks.Rotational.FixedRotationalClock,Component,success,,0.235,15,0,10,21,18,ok,15,0,0,false,3,0
Modelica.Clocked.ClockSignals.Clocks.Rotational.PartialRotationalClock,Component,success,,0.219,0,0,0,2,2,singular,,,,false,0,0
Modelica.Clocked.ClockSignals.Clocks.Rotational.RotationalClock,Component,success,,0.233,12,0,8,18,14,ok,12,0,0,false,2,0
Modelica.Clocked.ClockSignals.Interfaces.ClockedBlockIcon,Interfaces,success,,0.215,0,0,0,0,0,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.ClockSignals.Interfaces.PartialClock,Interfaces,success,,0.212,0,0,0,0,2,singular,,,,false,0,0
Modelica.Clocked.ClockSignals.Interfaces.PartialPeriodicClock,Interfaces,success,,0.214,0,0,0,0,2,singular,,,,false,0,0
Modelica.Clocked.ClockSignals.Sampler.ShiftSample,Component,success,,0.218,0,0,0,1,2,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.ClockSignals.Sampler.SubSample,Component,success,,0.215,0,0,0,1,1,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.ClockSignals.Sampler.SuperSample,Component,success,,0.214,0,0,0,1,1,error:empty system: no equations or unknowns,,,,false,0,0
Modelica.Clocked.Examples.CascadeControlledDrive.AbsoluteClocks,Examples,success,,0.584,54,5,38,20,35,singular,,,,false,2,0
Modelica.Clocked.Examples.CascadeControlledDrive.Continuous,Examples,success,,0.574,53,6,37,4,20,singular,,,,false,2,0
Modelica.Clocked.Examples.CascadeControlledDrive.SubClocked,Examples,success,,0.595,50,5,36,23,29,singular,,,,false,2,0
Modelica.Clocked.Examples.CascadeControlledDrive.SuperSampled,Examples,success,,0.589,50,5,36,20,28,singular,,,,false,2,0
Modelica.Clocked.Examples.Elementary.BooleanSignals.AssignClock,Examples,success,,0.227,2,0,1,9,10,ok,2,0,0,false,2,0
Modelica.Clocked.Examples.Elementary.BooleanSignals.AssignClockVectorized,Examples,success,,0.231,2,0,1,15,14,ok,2,0,0,false,2,0
Modelica.Clocked.Examples.Elementary.BooleanSignals.BackSample,Examples,success,,0.432,5,0,3,12,45,ok,5,0,0,false,3,9
Modelica.Clocked.Examples.Elementary.BooleanSignals.Hold,Examples,success,,0.433,5,0,3,12,43,ok,5,0,0,false,3,9
Modelica.Clocked.Examples.Elementary.BooleanSignals.Sample1,Examples,success,,0.229,2,0,1,7,11,ok,2,0,0,false,2,0
Modelica.Clocked.Examples.Elementary.BooleanSignals.Sample2,Examples,success,,0.230,2,0,1,16,12,ok,2,0,0,false,2,0
Modelica.Clocked.Examples.Elementary.BooleanSignals.SampleClocked,Examples,success,,0.234,2,0,1,5,9,ok,2,0,0,false,2,0
Modelica.Clocked.Examples.Elementary.BooleanSignals.SampleVectorizedAndClocked,Examples,success,,0.228,2,0,1,6,12,ok,2,0,0,false,2,0
Modelica.Clocked.Examples.Elementary.BooleanSignals.ShiftSample,Examples,success,,0.426,5,0,3,10,42,ok,5,0,0,false,3,9
Modelica.Clocked.Examples.Elementary.BooleanSignals.SubSample,Examples,success,,0.428,5,0,3,10,42,ok,5,0,0,false,3,9
Modelica.Clocked.Examples.Elementary.BooleanSignals.SuperSample,Examples,success,,0.428,5,0,3,10,42,ok,5,0,0,false,3,9
Modelica.Clocked.Examples.Elementary.BooleanSignals.TickBasedPulse,Examples,success,,0.222,0,0,0,8,11,error:empty system: no equations or unknowns,,,,false,2,0
Modelica.Clocked.Examples.Elementary.BooleanSignals.TickBasedStep,Examples,success,,0.223,0,0,0,7,9,error:empty system: no equations or unknowns,,,,false,2,0
Modelica.Clocked.Examples.Elementary.BooleanSignals.TimeBasedPulse,Examples,success,,0.237,0,0,0,9,11,error:empty system: no equations or unknowns,,,,false,2,0
Modelica.Clocked.Examples.Elementary.BooleanSignals.TimeBasedStep,Examples,success,,0.220,0,0,0,7,8,error:empty system: no equations or unknowns,,,,false,2,0
Modelica.Clocked.Examples.Elementary.BooleanSignals.UpSample,Examples,success,,0.432,5,0,3,23,54,ok,5,0,0,false,3,9
Modelica.Clocked.Examples.Elementary.ClockSignals.LogicalSample,Examples,success,,0.312,34,0,23,203,105,ok,34,0,0,true,4,4
Modelica.Clocked.Examples.Elementary.ClockSignals.RotationalSample,Examples,success,,0.239,18,0,12,22,31,ok,18,0,0,false,3,1
Modelica.Clocked.Examples.Elementary.ClockSignals.ShiftSample,Examples,success,,0.232,4,0,2,5,15,ok,4,0,0,false,2,1
Modelica.Clocked.Examples.Elementary.ClockSignals.SubSample,Examples,success,,0.230,4,0,2,5,14,ok,4,0,0,false,2,1
Modelica.Clocked.Examples.Elementary.ClockSignals.SuperSample,Examples,success,,0.230,4,0,2,5,14,ok,4,0,0,false,2,1
Modelica.Clocked.Examples.Elementary.IntegerSignals.AssignClock,Examples,success,,0.257,2,0,1,9,13,ok,2,0,0,false,2,0
Modelica.Clocked.Examples.Elementary.IntegerSignals.AssignClockVectorized,Examples,success,,0.286,2,0,1,14,19,ok,2,0,0,false,2,0
Modelica.Clocked.Examples.Elementary.IntegerSignals.BackSample,Examples,success,,0.411,5,0,3,12,43,ok,5,0,0,false,3,9
Modelica.Clocked.Examples.Elementary.IntegerSignals.Hold,Examples,success,,0.429,5,0,3,12,41,ok,5,0,0,false,3,9
Modelica.Clocked.Examples.Elementary.IntegerSignals.Sample1,Examples,success,,0.239,2,0,1,7,12,ok,2,0,0,false,2,0
Modelica.Clocked.Examples.Elementary.IntegerSignals.Sample2,Examples,success,,0.295,2,0,1,14,17,ok,2,0,0,false,2,0
Modelica.Clocked.Examples.Elementary.IntegerSignals.SampleClocked,Examples,success,,0.241,2,0,1,5,10,ok,2,0,0,false,2,0
Modelica.Clocked.Examples.Elementary.IntegerSignals.SampleVectorizedAndClocked,Examples,success,,0.242,2,0,1,6,14,ok,2,0,0,false,2,0
Modelica.Clocked.Examples.Elementary.IntegerSignals.ShiftSample,Examples,success,,0.436,5,0,3,10,40,ok,5,0,0,false,3,9
Modelica.Clocked.Examples.Elementary.IntegerSignals.SubSample,Examples,success,,0.432,5,0,3,10,40,ok,5,0,0,false,3,9
Modelica.Clocked.Examples.Elementary.IntegerSignals.SuperSample,Examples,success,,0.422,5,0,3,10,40,ok,5,0,0,false,3,9
